TeamId,TeamName,SubmissionDate,Score
5473172,"Vicens Gaitan","2020-09-08 08:48:10",0.01862
5473217,vlorenzo,"2020-10-17 10:10:19",0.01881
5473219,kojihay,"2020-10-24 15:04:16",0.01845
5473225,"Ahmet Erdem","2020-09-09 07:09:55",0.01874
5473230,wenchao,"2020-09-05 07:58:09",0.01907
5473231,"Bryan Arnold","2020-10-12 07:39:14",0.01850
5473249,"Yefet Ben Tili","2020-10-16 16:29:18",0.01849
5473252,YS1005,"2020-10-25 08:17:35",0.01893
5473257,igorsondors,"2020-09-24 17:48:21",0.01936
5473260,"Sho Okuhara","2020-09-04 14:19:12",0.13073
5473264,"Konrad Banachewicz","2020-10-25 16:08:24",0.01839
5473265,"Suman Sahoo","2020-10-16 15:02:57",0.01932
5473266,"Ismail A","2020-09-20 22:09:30",0.01862
5473280,"Daigoro Yamada","2020-09-30 02:57:55",0.02429
5473291,kushi,"2020-09-14 12:04:42",0.02326
5473307,"Denis Shustov","2020-09-18 14:31:05",0.01916
5473349,"Krishna Kishor Kammaje","2020-10-20 14:48:19",0.01854
5473373,"Stanislav Blinov","2020-09-04 23:34:39",0.02001
5473390,"Tiago de Miranda Leite","2020-10-19 14:15:09",0.01864
5473425,LGreig,"2020-10-05 00:44:27",0.01893
5473461,geniusu0321,"2020-09-18 02:49:26",0.02039
5473469,olivier,"2020-09-06 06:20:06",0.01892
5473487,sekihan02,"2020-10-22 11:05:08",0.01848
5473490,Tushar,"2020-09-05 17:58:09",0.11671
5473501,"Sam Hollings","2020-09-09 21:24:48",0.01908
5473508,htsbrer,"2020-10-25 03:30:15",0.01851
5473536,zrwshh,"2020-09-07 02:01:38",0.01905
5473604,"Subrat Kumar","2020-09-07 02:39:05",0.02003
5473649,"Volodymyr Bakhur","2020-10-25 06:59:26",0.01891
5473651,"blue mumin","2020-09-06 01:11:18",0.02511
5473675,"Thomas Nelson","2020-10-20 17:02:45",0.01849
5473693,cold_star,"2020-10-10 05:58:25",0.01850
5473700,cempedak,"2020-10-02 18:27:23",0.02162
5473701,"Wanxing Liu","2020-09-19 03:14:53",0.01869
5473732,PierreS,"2020-09-05 10:13:09",0.01983
5473755,MoA_Overflow,"2020-10-08 17:39:20",0.01850
5473756,Maronoon,"2020-09-26 18:46:08",0.01893
5473760,mmi333,"2020-09-08 07:08:02",0.04339
5473772,"Cash Money AP","2020-09-17 03:56:53",0.01890
5473780,daruma007,"2020-10-24 01:51:03",0.01862
5473781,"Nakul Singh","2020-09-12 14:44:15",0.01938
5473782,"koji fujita","2020-09-04 13:46:26",0.01949
5473783,"AbduIIah AItay","2020-10-17 21:41:00",0.01847
5473788,"Omar eltouny","2020-10-24 18:07:24",0.01851
5473789,"David Warren","2020-09-13 09:18:14",0.01889
5473796,"Fumiaki Kobayashi","2020-10-25 03:56:24",0.01849
5473798,"Akinobu Nishibayashi","2020-10-12 00:00:51",0.25192
5473802,Nayu,"2020-09-22 05:53:24",0.01958
5473825,"Elena Itzcovich","2020-09-09 11:44:35",0.01912
5473847,stplgk,"2020-09-27 08:02:03",0.01866
5473864,su2umaru,"2020-09-07 02:22:53",0.01892
5473872,"Tanay Mehta","2020-09-12 07:44:57",0.01892
5473904,"Nelson Ewert","2020-09-17 12:55:15",0.06111
5473913,Remi-chan,"2020-09-11 12:32:21",0.02490
5473918,akaringo,"2020-09-18 11:29:32",0.01874
5473922,"jasper jumelet","2020-09-06 15:49:25",0.01913
5473923,D1nall,"2020-09-05 09:57:30",0.02038
5473945,601stones,"2020-10-21 12:40:50",0.01841
5473980,"BHARATH S","2020-09-06 12:35:22",0.01977
5474008,"Shunsuke Sano","2020-10-08 04:10:26",0.01857
5474058,Ryu581,"2020-09-15 07:25:12",0.02116
5474070,Jonas,"2020-09-06 19:31:02",0.02019
5474071,"Oik Dim","2020-10-21 11:03:57",0.01957
5474102,"Dorukhan Afacan","2020-10-01 16:52:27",0.01868
5474114,"Dionisius Darryl Hermansyah","2020-09-05 05:23:39",0.01904
5474116,NeuronFFh,"2020-09-13 06:49:06",0.01913
5474117,"Manoj Balaji J","2020-09-04 16:35:11",0.01949
5474121,"Stephen Lau","2020-10-10 10:02:18",0.01990
5474126,"Youri Matiounine","2020-09-09 02:25:05",0.01925
5474148,eguhopor,"2020-09-08 08:47:25",0.02416
5474150,validmodel,"2020-10-08 14:33:56",0.01850
5474173,"Kei Shimizu","2020-09-24 13:27:35",0.01894
5474180,manjjimnav,"2020-09-26 17:49:28",0.01980
5474190,akihiro,"2020-09-26 07:15:11",0.01972
5474213,Parkourists,"2020-09-16 01:14:03",0.01895
5474228,M.Choisuren,"2020-09-06 03:39:52",0.01895
5474233,"Hirotaka Kawashima","2020-09-21 09:35:07",0.01949
5474248,BenFraser,"2020-10-09 15:48:06",0.01884
5474301,Vikram,"2020-10-09 18:36:39",0.25520
5474309,TakahiroNishimura,"2020-10-20 15:12:15",0.01856
5474312,"Demetry Pascal","2020-10-24 20:17:04",0.01842
5474314,SQuirreL,"2020-09-08 14:04:34",0.01927
5474342,Subash,"2020-10-20 13:24:36",0.01848
5474354,n00b00,"2020-09-11 15:33:01",0.01885
5474356,"Gaurav Kesari","2020-10-03 19:18:08",0.01885
5474377,Paradox,"2020-10-23 23:52:04",0.01818
5474387,Lina,"2020-10-21 13:10:23",0.01863
5474391,"Qishen Ha","2020-10-03 13:13:15",0.01904
5474409,"Soumik Rakshit","2020-09-04 16:01:26",0.01949
5474441,"Grzegorz Sionkowski","2020-10-24 13:35:34",0.01849
5474447,shubhamshukla,"2020-10-05 02:52:45",0.01859
5474477,AambelA_Rel0adEd,"2020-10-08 15:08:06",0.01850
5474489,mnaoto,"2020-09-06 14:00:14",0.01890
5474526,"Priyanshu Bisht","2020-09-12 08:06:04",0.10985
5474537,Marcus,"2020-09-13 15:41:07",0.01873
5474539,Anieca,"2020-09-17 10:36:14",0.01868
5474595,ndsr33,"2020-09-20 17:37:48",0.02043
5474597,"Vysakh Nair","2020-10-19 09:32:42",0.01854
5474600,BUKA_D,"2020-09-11 14:51:02",0.01893
5474604,"Vibhas Singh","2020-09-11 19:25:43",0.01911
5474662,"Rajnish Singh","2020-09-25 11:13:02",0.02586
5474663,"Temiloluwa Michael","2020-09-05 20:41:11",0.03960
5474665,Unstetig,"2020-09-06 08:16:17",0.01985
5474667,Stem,"2020-09-05 17:00:34",0.01895
5474670,"Naresh bhat","2020-09-23 09:01:34",0.01867
5474714,"Benjamin Morris","2020-09-23 19:36:50",0.01948
5474773,"Leonid Sinev","2020-09-04 19:01:15",0.01901
5474813,"Alex Bardașu","2020-09-07 20:55:35",0.01937
5474818,jamescasia,"2020-10-18 17:10:40",0.12356
5474826,noypeban,"2020-09-13 14:53:55",0.01996
5474833,"Sofien RESIFI","2020-09-05 19:48:12",0.01888
5474854,"Nick Styles","2020-10-12 06:05:12",0.01850
5474869,"Aneesh Das","2020-10-25 19:46:36",0.01864
5474892,"Eric Beckwith","2020-09-16 11:59:38",0.01910
5474911,Aman.cyberia,"2020-09-05 07:01:32",0.01892
5474920,"Thomas Watson","2020-09-12 21:55:45",0.02021
5474937,Mohua,"2020-09-20 21:08:20",0.15128
5474941,grzegorz,"2020-09-11 05:12:06",0.01911
5474944,delai50,"2020-09-20 12:45:31",0.01917
5474971,Pupochek,"2020-10-21 14:30:57",0.01886
5474972,djfrancesco,"2020-09-10 12:49:01",0.01983
5474987,"Van de Rakt","2020-09-04 18:54:41",0.01904
5474989,"Mateusz Jerzyk","2020-09-21 18:53:03",0.01963
5475017,"Rodrigo Lima","2020-10-17 13:14:43",0.01845
5475024,"Andrés Santos Sanz","2020-09-15 17:01:12",0.01867
5475028,"Antonio Marin","2020-10-15 17:59:50",0.01850
5475035,Kevin,"2020-09-08 06:55:47",0.01985
5475053,⠀ ⠀,"2020-09-28 16:47:50",0.01858
5475073,riziko,"2020-10-20 12:06:39",0.01834
5475079,LinhLPV,"2020-09-21 14:53:38",0.01874
5475082,BradAJ,"2020-09-05 20:39:49",0.02763
5475085,"Pol Llopart Mirambell","2020-09-20 19:21:57",0.02103
5475096,rc95401,"2020-10-15 22:16:29",0.01849
5475115,"Aditya Rao","2020-09-04 19:07:04",0.01942
5475133,"Kristin Lindquist","2020-10-09 23:03:57",0.01912
5475145,"Arth Dh","2020-09-04 21:17:57",0.01947
5475152,"Francisco de Abreu e Lima","2020-09-06 09:18:09",0.01910
5475167,"Fredrik Jonsson","2020-09-15 14:56:47",0.01903
5475174,student,"2020-10-20 16:34:16",0.01848
5475188,SVJ24,"2020-09-05 07:56:08",0.01957
5475195,OsciiArt,"2020-09-06 09:16:38",0.01901
5475200,[Deleted],"2020-09-16 15:34:53",0.02398
5475213,"Spencer Uresk","2020-10-21 07:22:14",0.01865
5475219,Reza,"2020-10-25 07:53:45",0.01835
5475242,"Annie Tran","2020-10-11 16:08:13",0.02416
5475248,"from coffee import *","2020-09-09 19:15:09",0.01887
5475270,"Florentin Gerard","2020-09-14 19:38:31",0.02363
5475276,JamesCPino,"2020-09-10 20:35:34",0.02097
5475283,Amaan,"2020-09-04 19:54:14",0.01902
5475286,"Vas. Lemonidis","2020-09-20 22:45:37",0.03016
5475308,mkhi,"2020-10-15 18:38:18",0.24345
5475311,Kain,"2020-09-07 14:06:31",0.01901
5475316,"Andrew Kushnerov","2020-10-24 22:16:59",0.01955
5475317,Mind,"2020-09-04 19:36:09",0.01901
5475335,"Kostya Kravchenko","2020-09-06 20:38:57",0.02784
5475348,tpmeli,"2020-10-25 16:02:50",0.01854
5475383,FlYM,"2020-10-09 22:46:56",0.01853
5475396,stilllearning,"2020-09-08 02:30:02",0.02398
5475398,gravity,"2020-09-20 17:34:18",0.01881
5475403,m0hashi,"2020-10-25 21:17:56",0.01894
5475408,"Harvard swag pls","2020-09-06 07:45:21",0.01893
5475409,"Danylo Baibak","2020-10-17 21:53:26",0.01937
5475427,MoAna,"2020-09-29 20:47:33",0.01855
5475437,Aaron,"2020-09-10 19:34:09",0.06774
5475443,"Andrey Galichin","2020-09-08 19:46:38",0.01940
5475445,"Marek Nurzynski","2020-10-09 07:45:59",0.01850
5475448,xuefei,"2020-10-04 19:17:31",0.01885
5475457,TuringComplete,"2020-09-07 01:01:16",0.02165
5475465,"Favian Hatje","2020-09-15 15:24:10",0.01961
5475476,Vlad,"2020-09-21 03:10:58",0.02013
5475493,"Mike Jiang","2020-09-13 01:59:22",0.01975
5475504,"Yu Tsumura","2020-10-22 03:21:46",0.01893
5475517,Arijit,"2020-10-01 15:28:29",0.01977
5475518,"Xingliang Shu","2020-09-10 03:47:38",0.02021
5475532,"Santiago Viquez","2020-09-11 20:09:09",0.01918
5475550,"Newbie meets Novice","2020-10-23 13:01:29",0.01836
5475551,"Bruce Young","2020-09-13 19:57:52",0.01886
5475577,"Sergey Dulikov","2020-10-13 11:48:49",0.01854
5475595,lajd,"2020-09-10 09:21:21",0.02066
5475600,"Afonso Orgino Lenzi","2020-09-05 04:33:21",0.01968
5475608,lowellewol,"2020-10-25 10:05:15",0.01872
5475613,"Sina MhD","2020-10-25 05:08:16",0.01836
5475629,nosound,"2020-09-14 11:59:12",0.01862
5475654,Valentine,"2020-09-08 20:28:57",0.01989
5475668,GORNYAKI,"2020-09-09 17:36:12",0.02308
5475701,"Peter Cnudde","2020-09-08 02:16:15",0.01895
5475715,"Darned Drugs","2020-09-04 22:24:58",0.01898
5475728,FChmiel,"2020-09-09 20:59:34",0.01970
5475792,MD_kagglers,"2020-10-19 01:42:07",0.01909
5475793,FakhreAlam,"2020-09-05 20:55:55",0.02149
5475808,camaron_ai_STU,"2020-10-14 12:24:28",0.01953
5475816,"Michael Justice","2020-09-27 04:24:30",0.02052
5475844,"Gourav Saha","2020-09-19 03:51:26",0.01967
5475850,RJ,"2020-10-12 09:49:21",0.01850
5475860,vaden4d,"2020-10-21 17:23:14",0.01850
5475865,"Maxim Golovatchev","2020-09-22 07:08:57",0.02091
5475871,kxx,"2020-10-25 08:52:57",0.01849
5475890,"Hayri Latif","2020-10-15 14:49:30",0.02615
5475896,"Vitalii Mokin","2020-10-10 20:02:52",0.01850
5475901,"Andy Penrose","2020-09-11 06:41:09",0.01885
5475903,queyrusi,"2020-09-12 01:51:27",0.01866
5475920,"Sam H.","2020-10-06 12:55:23",0.01938
5475924,tada,"2020-09-15 08:21:56",0.01901
5475950,"Jorge Collinet","2020-09-05 02:40:34",5.40600
5475971,"Niranjan Singh","2020-10-14 15:54:48",0.01858
5476037,"Pete and Martin","2020-10-06 13:03:04",0.01924
5476048,Prinny-Z,"2020-10-22 15:12:34",0.01845
5476050,the_humble_fool11,"2020-09-10 18:05:52",0.01896
5476065,arkajitdhar,"2020-09-30 09:21:58",0.03389
5476069,BROOO,"2020-10-15 20:58:20",0.01850
5476070,"Steven #2","2020-10-20 12:07:26",0.02115
5476072,"George #2","2020-09-17 10:48:10",0.02125
5476088,"Durvesh Malpure","2020-09-25 01:23:32",0.01873
5476093,Sylas,"2020-09-16 04:02:37",0.01870
5476111,"Jared Azriel","2020-09-11 14:12:40",0.01896
5476129,"Hossein Masoumi Karakani","2020-10-12 11:17:19",0.01850
5476134,KefeiHu,"2020-09-20 20:59:40",0.01926
5476142,"Joshua Havelka","2020-09-08 19:13:26",0.01862
5476147,"Zeyneb Kaya","2020-09-10 07:24:57",0.02020
5476151,smith,"2020-10-18 12:14:58",0.02019
5476164,"shojo dan","2020-09-07 13:25:09",0.01865
5476165,"Kazuwaki Taguchi","2020-10-10 00:49:38",0.02209
5476171,"Ivan #2","2020-10-11 22:03:01",0.01865
5476173,"Jim M","2020-10-18 01:42:06",0.01884
5476186,setcha,"2020-09-20 20:06:58",0.01862
5476194,Zain,"2020-09-07 20:49:31",0.01865
5476196,cocoinit23,"2020-10-25 12:00:30",0.01842
5476199,"Aleksandr Kosolapov","2020-09-05 00:19:10",0.01901
5476207,"Rafael Leonhardt","2020-09-05 13:54:05",0.01908
5476215,digimagi,"2020-10-18 03:44:43",0.01858
5476232,maliang,"2020-09-06 05:42:05",0.01892
5476236,shigematsu,"2020-09-05 00:25:46",0.01898
5476248,y.ume,"2020-09-13 14:57:50",0.01881
5476261,"Robert Kirk DeLisle","2020-10-08 00:41:18",0.01997
5476268,"Furuhata Kazuki","2020-10-05 09:03:35",0.01856
5476277,"Kaoru Sasakawa","2020-09-07 07:22:15",0.01865
5476294,taicho,"2020-10-24 04:48:03",0.01838
5476306,ShuoZhang,"2020-10-21 06:52:35",0.01848
5476307,neconeru,"2020-10-24 14:01:19",0.01849
5476316,dohlee,"2020-09-10 23:51:59",0.01881
5476317,"Serigne ","2020-09-06 02:22:56",0.01899
5476333,[Deleted],"2020-09-08 03:55:24",0.01865
5476335,key,"2020-09-20 04:46:38",0.01890
5476339,Overfitting,"2020-10-22 16:53:48",0.01847
5476350,Eiki,"2020-10-25 13:00:52",0.01846
5476357,"covid moa","2020-10-23 03:07:09",0.01864
5476378,"Sachio Wakai","2020-09-22 02:38:05",0.01875
5476382,NAMBA,"2020-09-05 06:54:44",0.01930
5476403,nagao,"2020-10-24 08:23:55",0.01991
5476406,patrick,"2020-09-13 18:56:34",0.02021
5476413,"Lev Misyuk","2020-10-08 22:07:01",0.01850
5476417,Pondel,"2020-09-05 06:08:31",0.01909
5476418,AmitKumar,"2020-09-20 05:12:45",0.01975
5476451,"Roland Luethy","2020-10-12 19:51:15",0.01851
5476453,yuhei,"2020-09-13 04:18:14",0.01881
5476465,Tsuruta,"2020-09-26 10:36:27",0.01873
5476485,XAQA,"2020-10-21 11:12:05",0.01837
5476493,"A Sai Vinith","2020-09-06 05:23:46",0.02049
5476496,"Aakash V","2020-10-21 16:06:12",0.03040
5476498,Hironobukawaguchi,"2020-09-13 07:10:30",0.01862
5476500,Sleepy,"2020-09-30 08:20:18",0.01878
5476524,"Pavel Prokhorov","2020-10-24 03:08:32",0.01850
5476557,"Jie Deng","2020-09-06 03:37:07",0.01895
5476566,"Dave E","2020-10-13 13:05:50",0.01874
5476573,"Martin Olveyra","2020-09-22 21:48:37",0.03713
5476574,aryancodify,"2020-09-10 02:31:18",0.02124
5476607,Paul,"2020-09-22 14:51:39",0.01868
5476609,to9mei,"2020-09-07 05:22:12",0.02193
5476623,quiteconfused,"2020-09-06 18:28:38",0.02361
5476625,Hiroshi,"2020-09-26 04:37:46",0.01904
5476630,Naoism,"2020-10-25 00:36:14",0.01839
5476631,"Muthu krishnan","2020-10-05 07:33:23",0.69314
5476635,tomxch,"2020-09-05 04:45:28",0.13073
5476636,"Ulrich G.","2020-10-24 06:39:14",0.01839
5476674,Shivanand,"2020-09-14 00:01:19",0.01959
5476707,mish,"2020-10-23 16:05:39",0.01868
5476780,asqtzal,"2020-10-01 16:03:57",0.01889
5476790,Paracetamol,"2020-10-24 05:23:55",0.01836
5476793,"Chauncy Yao","2020-09-10 04:23:55",0.01880
5476796,"Tomosato Kanagawa","2020-09-23 14:06:01",0.02260
5476798,SidHarkal,"2020-09-20 03:16:18",0.01916
5476806,"Shashi Prakash Tripathi","2020-09-15 04:07:25",0.01900
5476832,SDSTony,"2020-09-06 06:40:16",0.01890
5476836,"Alexander  Larko","2020-10-25 12:02:06",0.01835
5476839,"Daniyal Abbasi","2020-09-10 06:24:37",0.01960
5476845,"Kei ","2020-09-06 12:44:05",0.02047
5476851,"Jacob Vehonsky","2020-09-06 15:33:05",0.01903
5476860,Abolfazl,"2020-10-18 14:21:42",0.01854
5476868,handmade-bicycle,"2020-10-24 11:56:31",0.01848
5476885,"Sachin Wasnik","2020-09-08 01:06:23",0.03495
5476887,Uenie,"2020-09-18 01:36:41",0.02098
5476897,"Aditya Vikram SIngh","2020-09-05 07:48:12",1.00054
5476912,Beans,"2020-10-21 00:16:14",0.01849
5476937,xuelw09,"2020-09-08 13:21:46",0.02189
5476941,"Mohammed Fahad VP","2020-10-13 07:27:24",0.01855
5476944,jps,"2020-09-07 05:31:12",0.01870
5476947,HemanthG,"2020-09-08 06:22:42",0.02790
5476958,"Shubham Jain","2020-09-10 12:54:50",0.03571
5476966,"Mark Peng","2020-10-24 13:35:31",0.01857
5476976,"Don't cross the streams","2020-09-15 05:36:21",0.01867
5476993,zhuoyin94,"2020-09-23 10:00:44",0.01910
5476998,ifashion,"2020-09-13 22:55:26",0.01873
5477006,"Beau Durrant","2020-09-06 16:49:51",0.03265
5477027,RaviTeja124536,"2020-10-23 12:16:30",0.01992
5477032,MouseHDW,"2020-09-17 08:42:25",0.02048
5477055,torahirod,"2020-09-08 12:50:43",0.01882
5477087,"Ernesto Budia","2020-10-16 16:34:45",0.01848
5477092,ryati,"2020-10-23 21:31:14",0.01854
5477128,"Priyanshu Kumar","2020-10-17 11:46:51",0.01864
5477169,"Asko Relas","2020-09-10 15:15:08",0.01890
5477195,"DeepLy in the thinking","2020-10-18 19:03:39",0.01864
5477209,"Binh Nguyen","2020-09-24 01:25:54",0.01870
5477213,InCastle,"2020-10-23 11:19:24",0.01891
5477231,yabea,"2020-09-07 08:46:04",0.01913
5477248,"Kamal Das","2020-10-25 05:47:54",0.01832
5477258,"Manish Sihag","2020-09-06 05:58:56",0.02002
5477287,"Priyakant Upreti","2020-09-09 15:03:06",0.11229
5477297,"Jouni Huopana","2020-09-06 08:35:01",0.02498
5477329,"Divyansh Agrawal","2020-09-05 09:13:33",0.01905
5477331,Shirish,"2020-09-13 04:16:06",0.01913
5477354,"Swaggy P","2020-09-16 22:24:15",0.01914
5477397,Asclepius,"2020-10-05 17:30:07",0.01898
5477419,"Bohdan Zhuravel","2020-09-11 17:50:08",0.01886
5477431,"Yohsuke Yamauchi","2020-09-19 12:15:35",0.02229
5477438,"Notebook Noobie","2020-09-14 16:24:33",0.01873
5477469,DebayanDaw,"2020-09-05 10:26:59",0.01905
5477486,iehn,"2020-10-25 12:11:34",0.01832
5477499,snowmmm,"2020-09-06 10:57:47",0.13073
5477543,Santhoshkumar,"2020-10-08 09:54:37",0.01846
5477579,Durron,"2020-09-07 13:38:17",0.11200
5477590,"Random Tree","2020-09-12 09:55:04",0.01969
5477600,ジェノサイダー翔,"2020-10-19 03:45:31",0.01857
5477615,"Namatya ","2020-09-16 07:09:12",0.01873
5477644,Mamun,"2020-09-20 07:56:58",0.01919
5477684,claverru,"2020-09-05 10:01:44",0.01905
5477695,"Giorgos Foukarakis","2020-10-23 15:36:01",0.01891
5477698,"Semyon Elistratov","2020-09-07 12:15:17",0.02037
5477712,appy008,"2020-09-05 20:31:39",0.01902
5477719,kazuki,"2020-10-02 09:42:30",0.02031
5477723,"Luffy D","2020-09-21 07:59:42",0.01974
5477724,Backbenchers,"2020-09-09 16:32:02",0.01865
5477731,"Bhailog co.","2020-10-04 19:18:55",0.01882
5477734,tiboas,"2020-09-12 21:25:33",0.01941
5477768,tarick.morty,"2020-10-23 16:52:03",0.01834
5477771,Y&L,"2020-09-19 10:54:05",0.01890
5477773,Barteksv12,"2020-09-18 13:29:04",0.01890
5477793,"Yinghui Jiang","2020-09-14 07:04:25",0.01873
5477813,Sudhanshu,"2020-10-12 20:45:13",0.01858
5477816,"Ahmed Ewis","2020-09-05 09:49:07",0.01901
5477844,"Seungchan An","2020-09-08 04:36:49",0.02531
5477895,"Kaiming Kuang","2020-09-20 08:16:01",0.01954
5477923,Mahoto,"2020-09-23 15:56:05",0.01894
5477924,AntiSquid,"2020-09-05 12:28:12",0.01899
5477938,adebsa_ai,"2020-10-08 18:24:50",0.01955
5477947,"Egor Borisov","2020-09-05 15:03:34",0.01905
5477979,PrasadDalvi,"2020-09-13 10:50:13",0.11486
5477981,kajot,"2020-09-21 15:19:33",0.32960
5477990,WoonpyoHong,"2020-10-06 09:23:47",0.02376
5478006,"Analytics Amateurs","2020-10-10 19:39:42",0.03157
5478014,"soly james","2020-10-22 06:53:56",0.01851
5478030,Nemuko,"2020-09-05 16:49:09",0.02209
5478052,ibraheemmoosa,"2020-09-16 05:56:34",0.01989
5478063,"Wenhe Li","2020-09-18 06:41:03",0.02159
5478086,shuuun,"2020-09-07 22:55:39",0.02039
5478108,"Bosco Yung","2020-10-22 15:11:24",0.01846
5478110,"Team Willb","2020-09-06 06:24:17",0.10981
5478119,"Mekhdi Gakhramanian","2020-10-22 15:08:27",0.01848
5478123,Phuc,"2020-10-04 04:56:12",0.02178
5478124,"ekshu singh","2020-09-07 16:39:10",0.01900
5478171,Shait,"2020-09-12 11:46:39",0.01894
5478174,"Rohit Pardasani","2020-10-25 01:43:39",0.02006
5478202,MOA,"2020-09-28 11:33:11",0.01873
5478223,"Kiryl Ziusko","2020-10-23 18:40:40",0.01838
5478242,"Naman Tuli","2020-09-07 06:03:41",0.01876
5478267,longbird,"2020-10-06 13:12:40",0.01888
5478297,"Boris Ilin","2020-10-22 08:40:02",0.01843
5478343,Francisco,"2020-10-19 14:14:20",0.01850
5478367,"Zhijian Li","2020-09-07 09:24:36",0.01865
5478371,Hirochi,"2020-09-07 10:24:17",0.02046
5478374,AgentOne,"2020-10-22 09:47:37",0.01843
5478375,divya,"2020-10-15 12:31:17",0.01851
5478376,GrzegorzG,"2020-09-05 15:32:28",0.01905
5478397,"Jin Dongdong","2020-10-16 05:45:24",0.01873
5478429,J.D.,"2020-10-19 07:13:14",0.01867
5478439,"Mykhailo Nedodai","2020-09-08 14:44:22",0.01934
5478445,"Ravi Sane","2020-09-05 14:39:09",0.01905
5478463,JonnydosSantos,"2020-09-17 13:59:24",0.01893
5478495,"Vijeth Rai","2020-09-07 12:06:32",0.01900
5478534,ko_ya346,"2020-09-21 08:27:51",0.01901
5478548,Boris,"2020-10-04 00:56:58",0.01858
5478549,YiTingChen,"2020-09-11 18:31:03",0.01946
5478564,"Jorge Palma","2020-10-20 20:44:55",0.01865
5478601,Taha07,"2020-10-19 05:32:40",0.01918
5478602,"Ant 🐜","2020-10-25 16:40:16",0.01923
5478615,"Aleksandr Galukhin","2020-09-06 10:44:34",0.02172
5478618,EveningTheOdds,"2020-09-11 19:35:30",0.01903
5478637,"Dig Deep","2020-09-12 07:58:51",0.01885
5478648,wilan,"2020-09-07 03:26:51",0.01897
5478658,mainak-mayukh,"2020-10-14 14:16:45",0.01841
5478659,pd.tiramisu,"2020-09-15 05:01:06",0.01897
5478661,hakusai,"2020-10-24 13:02:08",0.01858
5478662,ac20,"2020-10-21 02:47:03",0.01881
5478680,Viji,"2020-10-13 14:00:42",0.01978
5478698,koganei_city,"2020-10-12 07:02:05",0.02085
5478717,toshi_k,"2020-10-23 15:45:14",0.01841
5478719,ktn,"2020-09-06 13:34:58",0.01905
5478720,"Kishore M","2020-09-06 06:21:45",0.01895
5478721,"Suraj Parmar","2020-09-09 18:00:51",0.02001
5478768,"Prabhu Santosh Panda","2020-09-28 17:05:18",1.67587
5478769,Ppo,"2020-10-19 09:38:17",0.01904
5478801,"Bania Fonseca","2020-09-13 11:29:38",0.02031
5478802,"Tom Snowdon","2020-10-18 22:11:14",0.01920
5478807,"SharpestMinds Duo","2020-10-20 19:02:24",0.01990
5478824,"Jhonny Escalona","2020-10-13 16:21:08",0.01848
5478836,Noob_Kagglers,"2020-09-10 19:10:57",0.01876
5478838,Utku_Kubilay,"2020-10-12 10:22:03",0.01851
5478848,"Varun Yadav","2020-10-06 08:05:55",0.01857
5478858,Joos,"2020-09-13 09:53:05",0.02009
5478869,wyzwyzwyzo,"2020-09-06 01:59:39",0.51329
5478896,"Zach Mueller","2020-09-30 13:26:22",0.01868
5478900,"Konovalov Nikita","2020-09-25 09:06:42",0.02002
5478901,"Damian B","2020-09-23 15:29:25",0.01930
5478904,98hyun,"2020-09-06 12:11:36",0.02080
5478910,"Hossein Biniazian","2020-09-07 14:18:47",0.01926
5478911,Hamish,"2020-10-25 00:39:23",0.01834
5478926,hehehahei,"2020-09-26 09:35:28",0.01874
5478931,"Daniel #2","2020-09-17 11:05:05",0.02015
5478941,"Dimitris Leventis","2020-09-22 07:45:10",0.01870
5479006,AaronElliot,"2020-09-20 19:20:55",0.01925
5479011,dcosin,"2020-10-25 17:48:16",0.01862
5479041,"Batya Zhizni","2020-10-19 07:38:28",0.02121
5479044,Raiii,"2020-10-23 07:11:58",0.01875
5479064,tofu,"2020-10-13 03:33:57",0.01873
5479114,"RAHUL SINGH INDA","2020-10-08 16:32:42",0.01850
5479117,kobi2000,"2020-09-10 02:11:25",0.01921
5479122,pere40,"2020-09-08 13:13:09",0.01987
5479145,"Lawrence Chernin","2020-09-05 18:49:54",0.01892
5479148,"miguel perez","2020-10-04 19:52:02",0.01941
5479158,limerobot,"2020-10-19 14:20:10",0.01835
5479159,K.Mitsuhiro,"2020-10-19 11:04:08",0.01871
5479184,"Mike Pegnam","2020-10-24 20:13:03",0.01841
5479198,"hiroki tomita","2020-10-04 16:47:19",0.01850
5479199,"Umer #2","2020-09-30 07:10:22",0.01872
5479210,pablOberhauser,"2020-09-18 22:02:19",0.01908
5479239,stuka,"2020-10-23 06:36:13",0.01859
5479261,spongebob,"2020-09-14 13:26:28",0.01875
5479267,"Rupesh Deshmukh","2020-10-24 16:26:14",0.02097
5479270,"Ashwin Kaurav","2020-09-08 04:48:15",0.02002
5479274,"Túlio O lindo","2020-09-06 19:00:23",0.02091
5479298,"Mikhail Sukhovey","2020-10-12 09:17:07",0.01905
5479304,CPak,"2020-09-29 00:49:31",0.05681
5479308,"Moar of these","2020-09-18 10:33:25",0.01890
5479330,DragonPG,"2020-10-08 12:23:59",0.01904
5479342,Meenakshi,"2020-09-20 18:02:15",0.01943
5479424,"Patrick Yam","2020-09-10 09:53:50",0.02324
5479489,idle_speculation,"2020-10-14 00:44:46",0.01890
5479506,ExpensiveLunch,"2020-09-30 04:44:53",0.02083
5479516,"Saaket Agashe","2020-09-25 06:35:45",0.01911
5479521,"hhh ggg","2020-10-21 13:19:00",0.01891
